report_id,report_text,report_type,site,department,date,hazard_type,work_type,precursor_categories,risk_level,missing_controls,language,is_synthetic,label_source
SYN-0113,Minor first aid case: worker sustained small cut while opening package. Bandage was applied from first aid kit. No lost time.,unsafe_condition,Jorhat Pump Station,Logistics,2024-09-18,pressure,drilling,pressure,LOW,Burst disc; Depressurization procedure,en,true,synthetic
SYN-0114,Minor first aid case: worker sustained small cut while opening package. Bandage was applied from first aid kit. No lost time.,near_miss,Dibrugarh Terminal,Logistics,2024-11-02,fire,working at height,fire,LOW,Fire extinguisher; Fire watch,en,true,synthetic
SYN-0115,Electrical tool was found with slightly worn cord during toolbox inspection. Tool was removed from service and tagged for repair.,unsafe_act,Selenghat Station,Logistics,2025-01-25,mechanical,well testing,mechanical,LOW,Lockout devices; Safe work procedure,en,true,synthetic
SYN-0116,Mobile equipment reversed without spotter in congested area. Backup alarm was intermittent. Mirror coverage was incomplete.,unsafe_condition,Nazira Oil Field,Drilling,2024-01-09,confined_space,well testing,confined_space,MEDIUM,Gas testing; Rescue plan,en,true,synthetic
SYN-0117,Daily pre-shift briefing was not documented for one crew. Supervisor completed retroactive documentation. Template was updated.,unsafe_condition,Nazira Oil Field,HSE,2024-08-12,procedures,electrical work,procedures,LOW,Supervision; Training certification,en,true,synthetic
SYN-0118,Worker observed incomplete barricade around trench. Additional cones were placed. Competent person verified soil conditions were stable.,unsafe_condition,Jorhat Pump Station,Production,2026-03-18,electrical,excavation,electrical,LOW,LOTO procedure; Energized work permit,en,true,synthetic
SYN-0119,Forklift was operated with cracked windshield. Operator did not wear seatbelt. Speed limit in warehouse area was exceeded by 5 km/h.,near_miss,Dibrugarh Terminal,Pipeline,2025-03-01,fire,lifting,fire,MEDIUM,Fire watch; Hot work permit,en,true,synthetic
SYN-0120,Calibration sticker on gas detector was expiring in 2 days. Detector was removed from service and sent for calibration.,unsafe_condition,Nazira Oil Field,Pipeline,2026-07-24,gravity,excavation,gravity,LOW,Safety net; Controlled access zone,en,true,synthetic
SYN-0121,Worker observed incomplete barricade around trench. Additional cones were placed. Competent person verified soil conditions were stable.,unsafe_act,Dibrugarh Terminal,Logistics,2026-02-11,mechanical,electrical work,mechanical,LOW,Safe work procedure; Lockout devices,en,true,synthetic
SYN-0122,Worker handled corrosive chemicals with standard gloves instead of chemical-resistant gloves. Material Safety Data Sheet was not consulted.,near_miss,Selenghat Station,Drilling,2024-05-06,pressure,excavation,pressure,MEDIUM,Pressure gauge; Burst disc,en,true,synthetic
SYN-0123,Fire extinguisher showed pressure in yellow zone during monthly inspection. Unit was replaced from backup stock. Tag was updated.,unsafe_act,Margherita Depot,Engineering,2025-11-22,fire,electrical work,fire,LOW,Gas-free certificate; Hot work permit,en,true,synthetic
SYN-0124,Vehicle horn was not working during pre-use inspection. Vehicle was taken out of service and horn was repaired same day.,near_miss,Nazira Oil Field,HSE,2026-04-23,mechanical,excavation,mechanical,LOW,Lockout devices; Safe work procedure,en,true,synthetic
SYN-0125,Forklift was operated with cracked windshield. Operator did not wear seatbelt. Speed limit in warehouse area was exceeded by 5 km/h.,unsafe_condition,Dibrugarh Terminal,Drilling,2024-04-28,pressure,welding,pressure,MEDIUM,Depressurization procedure; Pressure gauge,en,true,synthetic
SYN-0126,Rigger attached sling to unsecured load on elevated platform. No tagline was used. Wind speed exceeded crane operation limits.,near_miss,Nazira Oil Field,Engineering,2026-01-14,procedures,lifting,procedures,HIGH,Training certification; Supervision,en,true,synthetic
SYN-0127,Rigger attached sling to unsecured load on elevated platform. No tagline was used. Wind speed exceeded crane operation limits.,unsafe_act,Margherita Depot,Engineering,2025-12-07,pressure,confined space entry,pressure,HIGH,Depressurization procedure; Burst disc,en,true,synthetic
SYN-0128,Worker performed grinding without face shield. sparks were directed toward flammable material storage area 3 meters away.,near_miss,Nazira Oil Field,Production,2026-07-12,fire,confined space entry,fire,MEDIUM,Hot work permit; Fire watch,en,true,synthetic
SYN-0129,Scaffolding was erected without final inspection tag. Worker accessed scaffold before green tag was applied. Toe boards were missing on one side.,near_miss,Selenghat Station,Production,2025-10-16,chemical,well testing,chemical,MEDIUM,Respiratory protection; Ventilation system,en,true,synthetic
SYN-0130,Electrical tool was found with slightly worn cord during toolbox inspection. Tool was removed from service and tagged for repair.,near_miss,Jorhat Pump Station,HSE,2024-07-31,mechanical,well testing,mechanical,LOW,Energy isolation; Machine guarding,en,true,synthetic
SYN-0131,Forklift was operated with cracked windshield. Operator did not wear seatbelt. Speed limit in warehouse area was exceeded by 5 km/h.,unsafe_act,Margherita Depot,Drilling,2024-05-13,pressure,turnaround maintenance,pressure,MEDIUM,Pressure gauge; Pressure relief valve,en,true,synthetic
SYN-0132,Worker climbed storage tank without secured ladder. Handrails were missing on upper platform. No safety harness was available on site.,unsafe_condition,Dibrugarh Terminal,Maintenance,2026-03-19,electrical,electrical work,electrical,HIGH,Energized work permit; LOTO procedure,en,true,synthetic
SYN-0133,Worker entered confined space without proper gas testing and without isolation. No permit to work was obtained. The space had not been ventilated and no rescue equipment was on standby.,unsafe_act,Jorhat Pump Station,Engineering,2026-02-02,ppe,welding,ppe,HIGH,Steel-toe boots; Safety glasses,en,true,synthetic
SYN-0134,Vehicle horn was not working during pre-use inspection. Vehicle was taken out of service and horn was repaired same day.,near_miss,Margherita Depot,Production,2024-08-14,loto,well testing,loto,LOW,Lockout/tagout devices; Energy isolation verification,en,true,synthetic
SYN-0135,Daily pre-shift briefing was not documented for one crew. Supervisor completed retroactive documentation. Template was updated.,near_miss,Margherita Depot,Pipeline,2024-02-01,loto,drilling,loto,LOW,Group lockout box; LOTO procedure,en,true,synthetic
SYN-0136,Scaffolding was erected without final inspection tag. Worker accessed scaffold before green tag was applied. Toe boards were missing on one side.,unsafe_act,Selenghat Station,Logistics,2024-11-25,mechanical,well testing,mechanical,MEDIUM,Energy isolation; Machine guarding,en,true,synthetic
SYN-0137,Drill crew conducted perforation operations without evacuating nearby workforce. Blast zone was not secured. Warning signals were not tested.,near_miss,Margherita Depot,Well Services,2025-06-27,confined_space,pipeline repair,confined_space,HIGH,Confined space permit; Rescue plan,en,true,synthetic
SYN-0138,Safety sign was found faded at entrance to hazardous area. Worker reported to supervisor. New sign was ordered same day.,unsafe_condition,Dibrugarh Terminal,HSE,2026-06-28,confined_space,electrical work,confined_space,LOW,Confined space permit; Isolation procedure,en,true,synthetic
SYN-0139,Small amount of debris fell from scaffold during dismantle operation. Area was cordoned and debris was cleared. No one was in zone.,unsafe_condition,Selenghat Station,Production,2024-11-16,fire,pipeline repair,fire,LOW,Fire extinguisher; Hot work permit,en,true,synthetic
SYN-0140,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,unsafe_act,Dibrugarh Terminal,Production,2025-03-18,mechanical,welding,mechanical,LOW,Lockout devices; Machine guarding,en,true,synthetic
SYN-0141,Electrical panel door was left open after maintenance. Warning labels were faded and not replaced. No temporary barrier was installed.,unsafe_condition,Margherita Depot,Well Services,2024-12-28,mechanical,working at height,mechanical,MEDIUM,Machine guarding; Energy isolation,en,true,synthetic
SYN-0142,Worker noticed loose handrail on staircase. Temporary barrier was placed and maintenance was notified. Repair scheduled for next day.,near_miss,Dibrugarh Terminal,HSE,2025-05-08,gravity,electrical work,gravity,LOW,Fall protection harness; Guard rails,en,true,synthetic
SYN-0143,Worker noticed loose handrail on staircase. Temporary barrier was placed and maintenance was notified. Repair scheduled for next day.,unsafe_act,Dibrugarh Terminal,Pipeline,2026-04-06,procedures,working at height,procedures,LOW,Work permit; Supervision,en,true,synthetic
SYN-0144,Daily pre-shift briefing was not documented for one crew. Supervisor completed retroactive documentation. Template was updated.,unsafe_condition,Nazira Oil Field,Drilling,2025-12-20,gravity,pipeline repair,gravity,LOW,Safety net; Guard rails,en,true,synthetic
SYN-0145,Worker climbed storage tank without secured ladder. Handrails were missing on upper platform. No safety harness was available on site.,unsafe_act,Jorhat Pump Station,Engineering,2026-01-28,mechanical,drilling,mechanical,HIGH,Machine guarding; Lockout devices,en,true,synthetic
SYN-0146,Worker entered restricted area without authorization badge. Access control gate was propped open. Security camera was not operational.,unsafe_act,Selenghat Station,Logistics,2025-01-13,fire,pipeline repair,fire,MEDIUM,Fire extinguisher; Gas-free certificate,en,true,synthetic
SYN-0147,Vehicle entered pedestrian walkway without stopping at designated crossing. Speed bumps were painted but not physical.,near_miss,Dibrugarh Terminal,Maintenance,2024-02-20,gravity,welding,gravity,MEDIUM,Safety net; Guard rails,en,true,synthetic
SYN-0148,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,unsafe_condition,Margherita Depot,Logistics,2024-08-08,confined_space,turnaround maintenance,confined_space,LOW,Gas testing; Isolation procedure,en,true,synthetic
SYN-0149,Pipeline crew dug excavation near buried cable without calling utility locating service. Warning tape was found 0.5 meters from dig point.,near_miss,Margherita Depot,Logistics,2024-11-11,ppe,drilling,ppe,MEDIUM,Safety glasses; Steel-toe boots,en,true,synthetic
SYN-0150,Worker noticed and reported a small oil spill near storage tank. Containment berms were in place. Area was cleaned within 15 minutes.,unsafe_act,Dibrugarh Terminal,HSE,2026-02-24,pressure,lifting,pressure,LOW,Pressure gauge; Depressurization procedure,en,true,synthetic
SYN-0151,Worker forgot to wear safety glasses while chipping near rotating equipment. Chip guard was not in place. Supervisor observed from 10 meters away.,unsafe_act,Selenghat Station,Engineering,2025-01-24,gravity,turnaround maintenance,gravity,MEDIUM,Guard rails; Safety net,en,true,synthetic
SYN-0152,Worker climbed ladder without maintaining three-point contact. Ladder was not secured at top. Safety boots had worn-out soles.,near_miss,Nazira Oil Field,Production,2024-02-13,confined_space,working at height,confined_space,MEDIUM,Gas testing; Isolation procedure,en,true,synthetic
SYN-0153,Daily pre-shift briefing was not documented for one crew. Supervisor completed retroactive documentation. Template was updated.,unsafe_condition,Nazira Oil Field,Engineering,2025-12-27,procedures,working at height,procedures,LOW,Supervision; Work permit,en,true,synthetic
SYN-0154,Welder used damaged electrode holder. Insulation was cracked and exposed live parts. Earth lead was corroded and loosely connected.,unsafe_act,Jorhat Pump Station,Logistics,2025-03-23,fire,welding,fire,MEDIUM,Fire watch; Gas-free certificate,en,true,synthetic
SYN-0155,Worker used compressed air to clean clothing instead of proper cleaning method. Air pressure exceeded 30 PSI limit for cleaning.,near_miss,Dibrugarh Terminal,Engineering,2024-12-13,pressure,electrical work,pressure,MEDIUM,Pressure gauge; Pressure relief valve,en,true,synthetic
SYN-0156,Electrician bypassed safety interlock on motor control center. Lockout devices were removed without authorization. Start-up warning was not sounded.,unsafe_condition,Dibrugarh Terminal,HSE,2026-01-14,fire,lifting,fire,HIGH,Fire watch; Hot work permit,en,true,synthetic
SYN-0157,Foreman ordered crane lift over personnel without designated signalman. Load was 2 tons above rated capacity. Outrigger pads were not placed on stable ground.,unsafe_act,Jorhat Pump Station,Maintenance,2026-03-02,mechanical,excavation,mechanical,HIGH,Safe work procedure; Lockout devices,en,true,synthetic
SYN-0158,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,unsafe_act,Margherita Depot,Well Services,2025-03-26,fire,welding,fire,LOW,Gas-free certificate; Fire watch,en,true,synthetic
SYN-0159,Worker observed incomplete barricade around trench. Additional cones were placed. Competent person verified soil conditions were stable.,near_miss,Nazira Oil Field,Drilling,2024-03-16,fire,pipeline repair,fire,LOW,Gas-free certificate; Fire watch,en,true,synthetic
SYN-0160,Pipeline welder worked on live pipeline without isolating flow. No hot work permit was obtained. Fire extinguisher was 50 meters away and empty.,near_miss,Nazira Oil Field,Production,2025-08-31,mechanical,turnaround maintenance,mechanical,HIGH,Safe work procedure; Energy isolation,en,true,synthetic
SYN-0161,Worker handled corrosive chemicals with standard gloves instead of chemical-resistant gloves. Material Safety Data Sheet was not consulted.,near_miss,Dibrugarh Terminal,Logistics,2024-07-11,procedures,confined space entry,procedures,MEDIUM,Training certification; Supervision,en,true,synthetic
SYN-0162,Worker entered confined space without proper gas testing and without isolation. No permit to work was obtained. The space had not been ventilated and no rescue equipment was on standby.,near_miss,Selenghat Station,Production,2024-03-27,fire,turnaround maintenance,fire,HIGH,Fire watch; Hot work permit,en,true,synthetic
SYN-0163,Rigger attached sling to unsecured load on elevated platform. No tagline was used. Wind speed exceeded crane operation limits.,unsafe_condition,Selenghat Station,Maintenance,2026-07-28,fire,pipeline repair,fire,HIGH,Gas-free certificate; Fire watch,en,true,synthetic
SYN-0164,Safety meeting noted that two workers were not wearing high-visibility vests. Workers corrected immediately. Trend to be monitored.,unsafe_act,Margherita Depot,Drilling,2024-12-03,fire,welding,fire,LOW,Gas-free certificate; Fire watch,en,true,synthetic
SYN-0165,Temporary lighting in work area was insufficient. Dark spots near excavation edge. No reflective markers were placed.,unsafe_act,Margherita Depot,Maintenance,2025-08-19,fire,lifting,fire,MEDIUM,Fire extinguisher; Fire watch,en,true,synthetic
SYN-0166,Spill tray under chemical drum was half full. Drum was replaced and tray was emptied. No ground contamination occurred.,near_miss,Selenghat Station,Maintenance,2026-08-18,procedures,welding,procedures,LOW,Supervision; Training certification,en,true,synthetic
SYN-0167,Worker handled corrosive chemicals with standard gloves instead of chemical-resistant gloves. Material Safety Data Sheet was not consulted.,unsafe_act,Nazira Oil Field,Maintenance,2025-10-23,ppe,working at height,ppe,MEDIUM,High-visibility vest; Hard hat,en,true,synthetic
SYN-0168,Forklift was operated with cracked windshield. Operator did not wear seatbelt. Speed limit in warehouse area was exceeded by 5 km/h.,unsafe_act,Jorhat Pump Station,Well Services,2024-08-19,loto,lifting,loto,MEDIUM,LOTO procedure; Lockout/tagout devices,en,true,synthetic
SYN-0169,Worker handled corrosive chemicals with standard gloves instead of chemical-resistant gloves. Material Safety Data Sheet was not consulted.,near_miss,Dibrugarh Terminal,Drilling,2024-05-14,fire,well testing,fire,MEDIUM,Gas-free certificate; Hot work permit,en,true,synthetic
SYN-0170,Worker climbed storage tank without secured ladder. Handrails were missing on upper platform. No safety harness was available on site.,unsafe_act,Margherita Depot,Maintenance,2025-02-24,loto,confined space entry,loto,HIGH,LOTO procedure; Group lockout box,en,true,synthetic
SYN-0171,Worker observed incomplete barricade around trench. Additional cones were placed. Competent person verified soil conditions were stable.,unsafe_act,Selenghat Station,HSE,2024-11-12,ppe,excavation,ppe,LOW,Safety glasses; Steel-toe boots,en,true,synthetic
SYN-0172,Worker reported near-miss: wrench slipped from height but hit empty area. Tool tethering requirement was reinforced in toolbox talk.,unsafe_condition,Selenghat Station,Logistics,2025-05-29,pressure,turnaround maintenance,pressure,LOW,Burst disc; Pressure relief valve,en,true,synthetic
SYN-0173,Worker observed incomplete barricade around trench. Additional cones were placed. Competent person verified soil conditions were stable.,unsafe_act,Margherita Depot,Maintenance,2025-10-18,pressure,excavation,pressure,LOW,Pressure gauge; Burst disc,en,true,synthetic
SYN-0174,Spill tray under chemical drum was half full. Drum was replaced and tray was emptied. No ground contamination occurred.,unsafe_act,Margherita Depot,Production,2026-02-20,pressure,lifting,pressure,LOW,Pressure gauge; Depressurization procedure,en,true,synthetic
SYN-0175,Minor first aid case: worker sustained small cut while opening package. Bandage was applied from first aid kit. No lost time.,unsafe_condition,Selenghat Station,Production,2026-06-24,chemical,confined space entry,chemical,LOW,Respiratory protection; Chemical goggles,en,true,synthetic
SYN-0176,Worker cleaned chemical tank without removing residual chemicals. No respiratory protection was worn. Ventilation fan was not functioning.,unsafe_act,Nazira Oil Field,HSE,2025-01-18,confined_space,electrical work,confined_space,HIGH,Gas testing; Isolation procedure,en,true,synthetic
SYN-0177,Daily pre-shift briefing was not documented for one crew. Supervisor completed retroactive documentation. Template was updated.,unsafe_act,Nazira Oil Field,Maintenance,2024-10-20,gravity,excavation,gravity,LOW,Guard rails; Safety net,en,true,synthetic
SYN-0178,Electrical panel door was left open after maintenance. Warning labels were faded and not replaced. No temporary barrier was installed.,unsafe_condition,Dibrugarh Terminal,Production,2024-08-08,electrical,lifting,electrical,MEDIUM,Insulated tools; LOTO procedure,en,true,synthetic
SYN-0179,Electrical tool was found with slightly worn cord during toolbox inspection. Tool was removed from service and tagged for repair.,unsafe_act,Nazira Oil Field,Production,2025-03-05,electrical,well testing,electrical,LOW,Insulated tools; LOTO procedure,en,true,synthetic
SYN-0180,Technician repaired high-pressure valve without depressurizing line. Safety valve was isolated and no bypass procedure was followed.,near_miss,Selenghat Station,Drilling,2024-09-04,ppe,lifting,ppe,HIGH,High-visibility vest; Safety glasses,en,true,synthetic
SYN-0181,Pipeline welder worked on live pipeline without isolating flow. No hot work permit was obtained. Fire extinguisher was 50 meters away and empty.,near_miss,Jorhat Pump Station,Engineering,2025-11-15,gravity,welding,gravity,HIGH,Safety net; Fall protection harness,en,true,synthetic
SYN-0182,Vehicle horn was not working during pre-use inspection. Vehicle was taken out of service and horn was repaired same day.,unsafe_condition,Margherita Depot,Drilling,2024-02-14,confined_space,working at height,confined_space,LOW,Rescue plan; Isolation procedure,en,true,synthetic
SYN-0183,Worker noticed loose handrail on staircase. Temporary barrier was placed and maintenance was notified. Repair scheduled for next day.,near_miss,Dibrugarh Terminal,Well Services,2025-11-03,chemical,welding,chemical,LOW,Spill kit; Respiratory protection,en,true,synthetic
SYN-0184,Worker cleaned chemical tank without removing residual chemicals. No respiratory protection was worn. Ventilation fan was not functioning.,near_miss,Nazira Oil Field,Maintenance,2025-05-05,loto,lifting,loto,HIGH,LOTO procedure; Lockout/tagout devices,en,true,synthetic
SYN-0185,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,unsafe_act,Dibrugarh Terminal,Pipeline,2026-03-21,chemical,electrical work,chemical,LOW,Respiratory protection; Chemical goggles,en,true,synthetic
SYN-0186,Vehicle horn was not working during pre-use inspection. Vehicle was taken out of service and horn was repaired same day.,unsafe_act,Selenghat Station,Logistics,2026-02-10,pressure,electrical work,pressure,LOW,Pressure gauge; Depressurization procedure,en,true,synthetic
SYN-0187,Worker noticed and reported a small oil spill near storage tank. Containment berms were in place. Area was cleaned within 15 minutes.,unsafe_condition,Nazira Oil Field,Pipeline,2025-03-23,mechanical,working at height,mechanical,LOW,Safe work procedure; Energy isolation,en,true,synthetic
SYN-0188,Forklift was operated with cracked windshield. Operator did not wear seatbelt. Speed limit in warehouse area was exceeded by 5 km/h.,near_miss,Selenghat Station,Logistics,2024-09-30,fire,welding,fire,MEDIUM,Gas-free certificate; Hot work permit,en,true,synthetic
SYN-0189,Temporary lighting in work area was insufficient. Dark spots near excavation edge. No reflective markers were placed.,unsafe_act,Jorhat Pump Station,Pipeline,2024-03-22,fire,confined space entry,fire,MEDIUM,Fire extinguisher; Fire watch,en,true,synthetic
SYN-0190,Mobile equipment reversed without spotter in congested area. Backup alarm was intermittent. Mirror coverage was incomplete.,unsafe_condition,Selenghat Station,Maintenance,2025-04-02,loto,drilling,loto,MEDIUM,Energy isolation verification; Group lockout box,en,true,synthetic
SYN-0191,Fire extinguisher showed pressure in yellow zone during monthly inspection. Unit was replaced from backup stock. Tag was updated.,unsafe_condition,Dibrugarh Terminal,Production,2025-06-09,confined_space,lifting,confined_space,LOW,Gas testing; Confined space permit,en,true,synthetic
SYN-0192,Safety meeting noted that two workers were not wearing high-visibility vests. Workers corrected immediately. Trend to be monitored.,unsafe_act,Selenghat Station,Drilling,2024-08-29,gravity,confined space entry,gravity,LOW,Safety net; Guard rails,en,true,synthetic
SYN-0193,Worker noticed and reported a small oil spill near storage tank. Containment berms were in place. Area was cleaned within 15 minutes.,unsafe_condition,Margherita Depot,Maintenance,2025-01-15,loto,excavation,loto,LOW,Lockout/tagout devices; Energy isolation verification,en,true,synthetic
SYN-0194,Pipeline welder worked on live pipeline without isolating flow. No hot work permit was obtained. Fire extinguisher was 50 meters away and empty.,unsafe_act,Selenghat Station,Well Services,2024-04-26,pressure,drilling,pressure,HIGH,Depressurization procedure; Burst disc,en,true,synthetic
SYN-0195,Vehicle entered pedestrian walkway without stopping at designated crossing. Speed bumps were painted but not physical.,unsafe_condition,Margherita Depot,Production,2025-12-21,pressure,excavation,pressure,MEDIUM,Depressurization procedure; Pressure gauge,en,true,synthetic
SYN-0196,Vehicle entered pedestrian walkway without stopping at designated crossing. Speed bumps were painted but not physical.,unsafe_act,Selenghat Station,HSE,2026-05-23,mechanical,welding,mechanical,MEDIUM,Safe work procedure; Machine guarding,en,true,synthetic
SYN-0197,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,near_miss,Dibrugarh Terminal,Well Services,2024-03-07,fire,turnaround maintenance,fire,LOW,Fire extinguisher; Fire watch,en,true,synthetic
SYN-0198,Spill tray under chemical drum was half full. Drum was replaced and tray was emptied. No ground contamination occurred.,unsafe_act,Jorhat Pump Station,Well Services,2024-05-04,ppe,electrical work,ppe,LOW,Safety glasses; Hard hat,en,true,synthetic
SYN-0199,Worker noticed and reported a small oil spill near storage tank. Containment berms were in place. Area was cleaned within 15 minutes.,near_miss,Nazira Oil Field,Well Services,2024-05-12,loto,well testing,loto,LOW,Lockout/tagout devices; Group lockout box,en,true,synthetic
SYN-0200,Mobile equipment reversed without spotter in congested area. Backup alarm was intermittent. Mirror coverage was incomplete.,near_miss,Selenghat Station,Engineering,2024-03-16,confined_space,lifting,confined_space,MEDIUM,Rescue plan; Confined space permit,en,true,synthetic
SYN-0201,Rigger attached sling to unsecured load on elevated platform. No tagline was used. Wind speed exceeded crane operation limits.,near_miss,Margherita Depot,Well Services,2025-10-17,gravity,well testing,gravity,HIGH,Guard rails; Fall protection harness,en,true,synthetic
SYN-0202,Vehicle entered pedestrian walkway without stopping at designated crossing. Speed bumps were painted but not physical.,unsafe_act,Dibrugarh Terminal,Production,2024-11-07,ppe,lifting,ppe,MEDIUM,Safety glasses; Steel-toe boots,en,true,synthetic
SYN-0203,Electrical tool was found with slightly worn cord during toolbox inspection. Tool was removed from service and tagged for repair.,unsafe_condition,Nazira Oil Field,Pipeline,2024-07-20,mechanical,turnaround maintenance,mechanical,LOW,Lockout devices; Machine guarding,en,true,synthetic
SYN-0204,Worker reported near-miss: wrench slipped from height but hit empty area. Tool tethering requirement was reinforced in toolbox talk.,near_miss,Margherita Depot,Production,2024-06-21,ppe,well testing,ppe,LOW,Safety glasses; Hard hat,en,true,synthetic
SYN-0205,Spill tray under chemical drum was half full. Drum was replaced and tray was emptied. No ground contamination occurred.,unsafe_act,Margherita Depot,Well Services,2026-04-25,procedures,drilling,procedures,LOW,Work permit; Training certification,en,true,synthetic
SYN-0206,Worker observed incomplete barricade around trench. Additional cones were placed. Competent person verified soil conditions were stable.,near_miss,Margherita Depot,Pipeline,2025-03-02,chemical,well testing,chemical,LOW,Respiratory protection; Chemical goggles,en,true,synthetic
SYN-0207,Vehicle horn was not working during pre-use inspection. Vehicle was taken out of service and horn was repaired same day.,unsafe_act,Nazira Oil Field,Pipeline,2026-04-04,loto,working at height,loto,LOW,Energy isolation verification; LOTO procedure,en,true,synthetic
SYN-0208,Worker entered confined space without proper gas testing and without isolation. No permit to work was obtained. The space had not been ventilated and no rescue equipment was on standby.,unsafe_condition,Jorhat Pump Station,Logistics,2025-04-20,confined_space,electrical work,confined_space,HIGH,Rescue plan; Confined space permit,en,true,synthetic
SYN-0209,Worker climbed storage tank without secured ladder. Handrails were missing on upper platform. No safety harness was available on site.,unsafe_act,Nazira Oil Field,Well Services,2026-02-17,confined_space,confined space entry,confined_space,HIGH,Gas testing; Isolation procedure,en,true,synthetic
SYN-0210,Driller climbed derrick without fall arrest harness. Safety line was frayed and not inspected. Worker was at 15 meters height during strong wind conditions.,unsafe_act,Nazira Oil Field,Logistics,2024-04-09,chemical,drilling,chemical,HIGH,Spill kit; Chemical goggles,en,true,synthetic
SYN-0211,Small amount of debris fell from scaffold during dismantle operation. Area was cordoned and debris was cleared. No one was in zone.,near_miss,Jorhat Pump Station,Maintenance,2026-01-08,fire,confined space entry,fire,LOW,Fire watch; Hot work permit,en,true,synthetic
SYN-0212,Worker used compressed air to clean clothing instead of proper cleaning method. Air pressure exceeded 30 PSI limit for cleaning.,unsafe_condition,Selenghat Station,Logistics,2024-01-24,pressure,welding,pressure,MEDIUM,Burst disc; Pressure gauge,en,true,synthetic
SYN-0213,Worker performed grinding without face shield. sparks were directed toward flammable material storage area 3 meters away.,unsafe_act,Jorhat Pump Station,Well Services,2024-10-15,electrical,excavation,electrical,MEDIUM,Insulated tools; Arc flash PPE,en,true,synthetic
SYN-0214,Temporary lighting in work area was insufficient. Dark spots near excavation edge. No reflective markers were placed.,unsafe_condition,Dibrugarh Terminal,Engineering,2026-01-14,gravity,confined space entry,gravity,MEDIUM,Controlled access zone; Guard rails,en,true,synthetic
SYN-0215,Worker entered confined space without proper gas testing and without isolation. No permit to work was obtained. The space had not been ventilated and no rescue equipment was on standby.,near_miss,Margherita Depot,HSE,2024-10-22,fire,welding,fire,HIGH,Gas-free certificate; Fire extinguisher,en,true,synthetic
SYN-0216,Worker used compressed air to clean clothing instead of proper cleaning method. Air pressure exceeded 30 PSI limit for cleaning.,unsafe_act,Nazira Oil Field,Production,2025-02-07,gravity,confined space entry,gravity,MEDIUM,Safety net; Controlled access zone,en,true,synthetic
SYN-0217,Worker observed incomplete barricade around trench. Additional cones were placed. Competent person verified soil conditions were stable.,near_miss,Jorhat Pump Station,HSE,2025-02-15,procedures,turnaround maintenance,procedures,LOW,Work permit; Training certification,en,true,synthetic
SYN-0218,Worker performed hot work on fuel storage tank without gas-free certificate. Flammable vapors were detected 2 hours before work started.,unsafe_condition,Nazira Oil Field,Logistics,2024-06-01,ppe,well testing,ppe,HIGH,Safety glasses; Steel-toe boots,en,true,synthetic
SYN-0219,Worker noticed loose handrail on staircase. Temporary barrier was placed and maintenance was notified. Repair scheduled for next day.,near_miss,Jorhat Pump Station,Engineering,2026-05-12,procedures,pipeline repair,procedures,LOW,Supervision; Training certification,en,true,synthetic
SYN-0220,Vehicle horn was not working during pre-use inspection. Vehicle was taken out of service and horn was repaired same day.,unsafe_act,Selenghat Station,Pipeline,2025-01-12,loto,confined space entry,loto,LOW,Lockout/tagout devices; LOTO procedure,en,true,synthetic
SYN-0221,Worker handled corrosive chemicals with standard gloves instead of chemical-resistant gloves. Material Safety Data Sheet was not consulted.,near_miss,Dibrugarh Terminal,Logistics,2026-03-12,pressure,well testing,pressure,MEDIUM,Depressurization procedure; Pressure gauge,en,true,synthetic
SYN-0222,Rigger attached sling to unsecured load on elevated platform. No tagline was used. Wind speed exceeded crane operation limits.,near_miss,Jorhat Pump Station,Engineering,2024-09-05,gravity,drilling,gravity,HIGH,Fall protection harness; Controlled access zone,en,true,synthetic
SYN-0223,Pipeline welder worked on live pipeline without isolating flow. No hot work permit was obtained. Fire extinguisher was 50 meters away and empty.,near_miss,Selenghat Station,Maintenance,2024-07-27,confined_space,working at height,confined_space,HIGH,Confined space permit; Rescue plan,en,true,synthetic
SYN-0224,Spill tray under chemical drum was half full. Drum was replaced and tray was emptied. No ground contamination occurred.,unsafe_condition,Jorhat Pump Station,HSE,2025-11-09,ppe,excavation,ppe,LOW,Steel-toe boots; Safety glasses,en,true,synthetic
SYN-0225,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,unsafe_condition,Margherita Depot,Well Services,2025-11-23,ppe,pipeline repair,ppe,LOW,Steel-toe boots; Hard hat,en,true,synthetic
SYN-0226,Fire extinguisher showed pressure in yellow zone during monthly inspection. Unit was replaced from backup stock. Tag was updated.,unsafe_condition,Margherita Depot,Pipeline,2026-02-28,chemical,pipeline repair,chemical,LOW,Chemical goggles; Spill kit,en,true,synthetic
